Pricing Table,,,,,,,
package,Priority,,,,,,
carrier,AA,,,,,,
subcode,CUU,,,,,,
result_type,UNITLESS_PTABLE_TYPE,,,,,,
name,Priority Price Test_t,,,,,,
comment,Updating stale,,,,,,
attribute_group,TS,,,,,,
Pricelines,,,,,,,
Comment,Segment matches required,Travel dates (Start),Travel dates (End),Loc1,Loc2,Sector direction,Result
Random Testing,,08/06/2026,12/05/2026,P:LBB,P:SHV,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LFT,P:PHX,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LGA,P:BPT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LGA,P:RDM,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LNK,P:BUR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LNK,P:YYZ,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LRD,P:EYW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LRD,P:MRY,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MCI,P:AGS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MDT,P:SUN,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MHK,P:GRB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MKE,P:ABI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MLI,P:XNA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MOB,P:GRB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MSN,P:MKE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MSO,P:EYW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MSY,P:PWM,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:OKC,P:RFD,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:OMA,P:ELP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:OMA,P:SAT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ONT,P:RSW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PBI,P:BHM,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PDX,P:BTR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PDX,P:MSN,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PIT,P:LAN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PNS,P:TTN,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PSP,P:LNK,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PVD,P:ACY,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PVU,P:AUS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PWM,P:SHV,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PWM,P:STL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:RAP,P:SNA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:RNO,P:RST,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ROC,P:SLC,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SAF,P:ORD,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SAF,P:PVD,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SAT,P:DTW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SAT,P:HDN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SAV,P:BIL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SBP,P:SHV,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SFO,P:AMA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SJC,P:YHZ,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SJT,P:XNA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SMF,P:GEG,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SPS,P:CAE,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SWO,P:SJT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TRI,P:HSV,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TVC,P:BFL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TVC,P:CRP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TXK,P:BGR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TXK,P:FAR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:VPS,P:CMI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:YUL,P:MLB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:YVR,P:RNO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YYC,P:HTS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ABQ,P:OMA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ACT,P:MDT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ACT,P:YYC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ALB,P:LWB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:AUS,P:BUR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:AVP,P:MFE,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:AVP,P:MRY,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:AZO,P:DFW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BHM,P:MQT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BIS,P:BOS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BIS,P:RDM,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BNA,P:CWA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BOI,P:FAT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BOS,P:SBP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BUF,P:MCO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BUF,P:PHL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BWI,P:MLU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BZN,P:SGU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CHA,P:BTR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CHA,P:FSD,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CID,P:MSN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CLL,P:COU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CLL,P:IND,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CLT,P:GPT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CMI,P:BOS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:COS,P:GRR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:COS,P:LSE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DAB,P:MIA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DFW,P:BMI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DRO,P:ACK,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DSM,P:FAY,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EGE,P:FSM,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EWN,P:COS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EWN,P:CRW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EWN,P:LSE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EYW,P:ROC,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FAR,P:IAH,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FAY,P:MFR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FLL,P:MTJ,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FNT,P:MOB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GNV,P:ILG,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GPT,P:FAY,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GPT,P:GUC,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GRI,P:GJT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:HHH,P:BOS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:HPN,P:RAP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:HRL,P:AUS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:HYA,P:DTW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:IAH,P:CHO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ICT,P:MQT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ILM,P:ELP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:IND,P:GEG,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:JAN,P:IND,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:JAN,P:TTN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:JAX,P:HYA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:JFK,P:SWO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LFT,P:GRR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LIT,P:ELP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LIT,P:IAH,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LRD,P:DAB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LYH,P:BFL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MAF,P:ATW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MEM,P:MQT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MFR,P:SLC,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MHT,P:ATL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MQT,P:SBP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MSP,P:DRO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MYR,P:STL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:OMA,P:CID,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:OMA,P:JAC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ONT,P:LAW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ORF,P:AVL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ORH,P:MYR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PBI,P:TUS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PDX,P:FAT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PIA,P:GRR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PIT,P:CWA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PIT,P:MLB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PSP,P:BWI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PWM,P:RAP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:RDU,P:IAH,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ROA,P:FLO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ROC,P:HPN,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:RST,P:GJT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SAT,P:MLB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SAV,P:PVD,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SEA,P:AMA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SMF,P:BZN,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SMX,P:SGU,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:STS,P:MGM,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SYR,P:EWR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TPA,P:RNO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TRI,P:MYR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TRI,P:PDX,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TUL,P:MLU,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TVC,P:RST,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TXK,P:GRK,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TYS,P:ERI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TYS,P:SYR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:VRB,P:LEX,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YYZ,P:SAN,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ABI,P:CLD,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ACT,P:CLE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ACT,P:EWR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:AVP,P:LAW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BFL,P:MSP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BGR,P:ANC,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BHM,P:PGV,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BIS,P:ABE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BNA,P:SLC,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BOI,P:TLH,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BOS,P:AGS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BOS,P:JAC,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BRO,P:CLE,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BRO,P:SEA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BUF,P:BTV,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BUR,P:STS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BZN,P:CLL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BZN,P:SBP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CRW,P:FLL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CRW,P:RNO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DAB,P:ORH,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DAY,P:RFD,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DCA,P:VRB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DRO,P:AVP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ECP,P:IND,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EGE,P:BMI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ERI,P:LNK,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EYW,P:MAF,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FAY,P:TRI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FLG,P:DAY,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FNT,P:BUR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FWA,P:ASE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GEG,P:DSM,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GGG,P:FCA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GGG,P:GSP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GJT,P:PIT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GJT,P:ROA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GPT,P:SGF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GRI,P:MAF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GRK,P:CAE,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GSO,P:ECP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:HHH,P:ERI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:HPN,P:ASE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:HRL,P:BDL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ICT,P:BTV,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LAS,P:LWB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LFT,P:LRD,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LGA,P:MSP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LGA,P:TUL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LIT,P:SHV,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MAF,P:MKE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MCO,P:MFE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MEM,P:CLD,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MFR,P:BRO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MOB,P:SAN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MSO,P:SBY,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:OKC,P:GRB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ORF,P:TXK,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PGV,P:PIT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PHX,P:OAJ,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PIT,P:CVG,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:RAP,P:CID,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:RIC,P:HYA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:RST,P:CRP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SAT,P:PBI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SAV,P:SHD,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SBA,P:DFW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SBY,P:TVC,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SDF,P:MFE,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SDF,P:ORH,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SEA,P:JAN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SHV,P:CMH,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SJT,P:SMF,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:STL,P:MSY,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SWO,P:PNS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TLH,P:CRW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TRI,P:JAX,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TUL,P:FAR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TUS,P:SDF,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TVC,P:SAN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TVC,P:SLC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TYS,P:AVP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:VPS,P:CID,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:XNA,P:BHM,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YHZ,P:GRB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YHZ,P:TYS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YQB,P:CWA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:YUL,P:ILM,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YUL,P:LAW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YYZ,P:CWA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ABQ,P:AVL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:AMA,P:DTW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ASE,P:FAY,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:AUS,P:MFE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:AVL,P:MKE,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BFL,P:CLT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BIL,P:TPA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BIS,P:MAF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BNA,P:AUS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BOS,P:MAF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BPT,P:ATL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BTV,P:SDF,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BUR,P:ACT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BZN,P:ALO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BZN,P:OKC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CID,P:LFT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CLT,P:FLG,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CMI,P:BTV,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:COS,P:ILG,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:COS,P:MDT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:COS,P:RIC,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DAY,P:SLC,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DCA,P:CMI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DRO,P:BRO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ECP,P:SAT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EGE,P:LRD,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ELP,P:GGG,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ERI,P:MQT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EUG,P:CMI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EUG,P:HSV,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EVV,P:HHH,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EWN,P:GEG,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EWN,P:MSN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FAR,P:ATL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:FAR,P:SAN,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:FLL,P:DAY,From Loc1 to Loc2,1.2
